,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos,cluster_kpca_rbf
292,HoReCa,Other,2838,3086,4329,3838,825,1060,-0.1577742165465649,-0.1582854693338538,-0.2913579623488783,-0.1974729102630694,-0.3813325141405526,-0.5336908398558239,2
293,Retail,Porto,3996,11103,12469,902,5952,741,0.3131908957479097,-0.2303866394251213,0.4686830215519906,-0.4059621299294048,1.0172776927652472,-0.2886652144028588,0
294,HoReCa,Porto,21273,2013,6550,909,811,1854,-0.1632464592354617,0.1149461568232527,-0.1718314473787855,0.2610187369928716,-0.4105438885939982,0.5322166581846705,1
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.1327225100850672,-0.1810595069007134,-0.2655332180845536,-0.24361557196201,-0.2815940884995113,-0.5610662160377987,2
296,HoReCa,Porto,19087,1304,3643,3045,710,898,-0.237594358234935,0.1143606568467926,-0.2977061343440608,0.283384079750359,-0.7170561951229479,0.4360765911399172,1
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.0433777751648019,-0.172268087149242,-0.1197189903707574,-0.2719041731534479,0.0405259483496156,-0.5972135704297662,2
298,Retail,Porto,6758,4560,9965,934,4538,1037,0.077041756294168,-0.2070092551371192,0.0844947714551753,-0.3635272222293551,0.6179558520240044,-0.5633892876545618,0
299,HoReCa,Porto,444,879,2060,264,290,259,-0.2015853149832095,-0.2404916059734815,-0.3405156514663064,-0.2763321077059583,-0.365436142211682,-0.6564912695521126,2
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.0393637533042747,-0.0051135220899864,-0.048937221216114,0.0056023037372023,0.0514639456085754,0.4215357179792827,2
301,Retail,Porto,5283,13316,20399,1809,8752,172,0.5790341532858286,-0.1439376872574992,0.7742541865913973,-0.2288652022898543,1.1150820869527949,0.0074642731201266,4
302,Retail,Porto,2886,5302,9785,364,6236,555,0.166407641348973,-0.2733449575759212,0.2292025288632372,-0.4461264840519537,0.6900687112541437,-0.5665517051464753,0
303,Retail,Porto,2599,3688,13829,492,10069,59,0.351603094871079,-0.2378426567763734,0.5055816040427814,-0.3171411922515551,0.7961912787761704,-0.2962977673381085,0
304,Retail,Porto,161,7460,24773,617,11783,2410,0.6687072642792733,-0.1387481191276662,0.7710914221737657,-0.1269671077318224,1.0736756268580052,-0.0636407983188694,4
305,Retail,Porto,243,12939,8852,799,3909,211,0.2182638704275071,-0.2627722084358278,0.308398398772223,-0.3958960657338047,0.715842884949093,-0.4597803580071116,0
306,Retail,Porto,6468,12867,21570,1840,7558,1543,0.5645409041779111,-0.120906437511889,0.771166900736684,-0.2258387219517153,1.162327350765482,0.0942142045151953,4
307,HoReCa,Porto,17327,2374,2842,1149,351,925,-0.2332611355023156,0.0413092434110903,-0.3252010888394003,0.1610767736408491,-0.669021808440147,0.1938521384978261,1
308,HoReCa,Porto,6987,1020,3007,416,257,656,-0.2220758899924083,-0.1540607228165285,-0.3836519768974653,-0.1658441408734833,-0.5189455135166298,-0.4681537889877289,2
309,Retail,Porto,918,20655,13567,1465,6846,806,0.5352702947458285,-0.1399819160574529,0.6578228765045809,-0.1553971830018123,0.9931804792692724,-0.0691369464404955,4
310,HoReCa,Porto,7034,1492,2405,12569,299,1117,-0.1552734424626322,0.194501741484826,0.0131345269724983,0.3416227862062387,-0.3128221748594219,0.2608908564633644,1
311,HoReCa,Porto,29635,2335,8280,3046,371,117,-0.1546119630546553,0.3107305646049768,-0.0264666231663765,0.5344281621502386,-0.3192085451193832,0.793029700369469,1
312,Retail,Porto,2137,3737,19172,1274,17120,142,0.6186335502083531,-0.0692703438479397,0.6284253283921191,0.0216611038120113,0.8909160407858935,-0.0614418961135855,4
313,HoReCa,Porto,9784,925,2405,4447,183,297,-0.2603499249079507,-0.0207726477460298,-0.3871425828665177,0.0636752978861176,-0.7192331356070807,-0.1042937708902976,2
314,HoReCa,Porto,10617,1795,7647,1483,857,1233,-0.1453014193598727,-0.0928398052828652,-0.2629924498388875,-0.103915468700917,-0.4569110654487578,-0.2589037719585421,2
315,Retail,Porto,1479,14982,11924,662,3891,3508,0.3478431174449142,-0.1729375625752987,0.4880789733433577,-0.2580640104320357,0.9043535177851376,-0.1206272454274539,0
316,HoReCa,Porto,7127,1375,2201,2679,83,1059,-0.2433468505487402,-0.099340657834653,-0.4056801222934798,-0.0784273854781096,-0.6652328940847249,-0.3443341307738478,2
317,HoReCa,Porto,1182,3088,6114,978,821,1637,-0.1029852341130012,-0.237345390505445,-0.2225363086909703,-0.3367088168451972,-0.1287557817018033,-0.7017269707194137,2
318,HoReCa,Porto,11800,2713,3558,2121,706,51,-0.2133331863086018,-0.0601482808365067,-0.3551299042207884,-0.0211458999978626,-0.6562242638040712,-0.1843687167242536,2
319,Retail,Porto,9759,25071,17645,1128,12408,1625,0.7535925665023765,0.0631503877268795,0.68604531513783,0.0928364383849335,1.090559761020462,0.2345911235507217,4
320,HoReCa,Porto,1774,3696,2280,514,275,834,-0.1703520803055632,-0.2280447489677217,-0.3169738128583719,-0.2934003819114119,-0.3166896298650482,-0.6583294268157113,2
321,HoReCa,Porto,9155,1897,5167,2714,228,1113,-0.20152632115769,-0.0796523427577808,-0.348966691023881,-0.0642039570067745,-0.6645996830197567,-0.2684999839766261,2
322,HoReCa,Porto,15881,713,3315,3703,1470,229,-0.23318000239818,0.0539202404363745,-0.3218055049871084,0.1818115310883163,-0.7022815062179565,0.2132485728692757,1
323,HoReCa,Porto,13360,944,11593,915,1679,573,-0.0732809374882699,-0.0719578934004507,-0.1144957352594228,-0.0758810641866445,-0.0882273246949966,-0.0422098269934,2
324,HoReCa,Porto,25977,3587,2464,2369,140,1092,-0.2224024671211044,0.2490487899160672,-0.1679962574485718,0.4835178536196526,-0.5344033333590471,0.697817610265849,1
325,HoReCa,Porto,32717,16784,13626,60869,1272,5609,0.3645901980791309,0.414934678814165,0.3882136372003404,0.2561515763125366,0.1525813118884607,0.707887123796397,3
326,HoReCa,Porto,4414,1610,1431,3498,387,834,-0.2344965858954117,-0.1247589849055717,-0.3876698211722857,-0.1147510210059869,-0.5836677842019984,-0.4206782038907327,2
327,HoReCa,Porto,542,899,1664,414,88,522,-0.2110832579768741,-0.2312236332593775,-0.3525005197035216,-0.2626248329156099,-0.3932001199473714,-0.6382144645970452,2
328,HoReCa,Porto,16933,2209,3389,7849,210,1534,-0.2188262534638843,0.2159861030525352,-0.1782668298380036,0.4141475681662994,-0.5558661750866385,0.5895725940776333,1
329,HoReCa,Porto,5113,1486,4583,5127,492,739,-0.1977034554866598,-0.086800905934632,-0.3150778218436827,-0.0594299269914972,-0.5118131843150716,-0.2881341523006624,2
330,HoReCa,Porto,9790,1786,5109,3570,182,1043,-0.2099510549804519,-0.0479236426034717,-0.3462565480743132,-0.0061249693325247,-0.7049492664130244,-0.1460979626335418,2
331,Retail,Porto,11223,14881,26839,1234,9606,1102,0.7093013264215741,-0.0143994651028543,0.8114916021945144,-0.0473287779792088,1.141708551317394,0.242480975454724,4
332,HoReCa,Porto,22321,3216,1447,2208,178,2602,-0.2215067484910825,0.198220747109333,-0.1969497364911471,0.3953305714103327,-0.5528001364520119,0.6188578310834181,1
333,Retail,Porto,8565,4980,67298,131,38102,1215,0.4345876597401558,0.41323014851233,0.3887308292712925,0.2565075719670832,1.0109521748306192,0.2087471017099761,3
334,Retail,Porto,16823,928,2743,11559,332,3486,-0.1532660055967147,0.3529643285281328,0.0584767488696328,0.4976207197037509,-0.3280744978996019,0.6292655661978213,1
335,Retail,Porto,27082,6817,10790,1365,4111,2139,0.0827896156483979,0.2065303893220729,0.2264666763669934,0.2964668954567915,0.380447544333047,0.9367443168209788,1
336,HoReCa,Porto,13970,1511,1330,650,146,778,-0.2595470027233205,-0.0231525704957342,-0.3851180685845062,0.0606427679131553,-0.675732193408356,-0.0704286597786,2
337,HoReCa,Porto,9351,1347,2611,8170,442,868,-0.2231083560824268,0.0827157335367847,-0.2309358248345687,0.2230440030452058,-0.5256453398500692,0.1685565559398873,1
338,HoReCa,Porto,3,333,7021,15601,15,550,-0.0426488520624058,0.194294195544612,0.193695065599683,0.3019846574081548,-0.1331552095645516,0.1495985638735847,1
339,HoReCa,Porto,2617,1188,5332,9584,573,1942,-0.135244710989532,0.0342264307051483,-0.0812511958372917,0.1419825099414245,-0.2425561028494271,0.0369709959788431,1
340,Retail,Other,381,4025,9670,388,7271,1371,0.1999356450539056,-0.2858140436695561,0.2815520239746895,-0.4348092267883477,0.6835234980278401,-0.5356175479966188,0
341,Retail,Other,2320,5763,11238,767,5162,2158,0.1804159137833913,-0.2521467390316627,0.2519722701018447,-0.4315313230212325,0.8115240249334547,-0.5078456320568413,0
342,HoReCa,Other,255,5758,5923,349,4595,1328,0.0648296189832836,-0.2906541961382127,0.0477968844261189,-0.4542277552473981,0.4259572607924374,-0.7410227377666563,0
343,Retail,Other,1689,6964,26316,1456,15469,37,0.7204378928782571,-0.0602590245487608,0.7106863091188905,0.0166838367668244,1.0142972919430702,-0.0232340011403447,4
344,HoReCa,Other,3043,1172,1763,2234,217,379,-0.2312772307646265,-0.173797971329945,-0.3914529294611672,-0.187330167476963,-0.515974869021546,-0.5402129782351106,2
345,HoReCa,Other,1198,2602,8335,402,3843,303,0.0118313056987763,-0.2874563862536064,-0.0379245226603062,-0.4301218194563331,0.2355566862685765,-0.75385893619675,0
346,Retail,Other,2771,6939,15541,2693,6600,1115,0.315509398732287,-0.217343696938591,0.4772997971870033,-0.3846133998469818,1.0079491095698636,-0.2520894145964688,0
347,Retail,Other,27380,7184,12311,2809,4621,1022,0.1129236871622381,0.2200421430538534,0.2696410101194678,0.2971316979045266,0.4399120442019723,0.9591966048387212,3
348,HoReCa,Other,3428,2380,2028,1341,1184,665,-0.1854003761790466,-0.2009778872099774,-0.3471054757388596,-0.2551537707311467,-0.4072770294551835,-0.628688027883423,2
349,Retail,Other,5981,14641,20521,2005,12218,445,0.6971090129336223,-0.0809506188626038,0.8156262449953645,-0.1038232073043429,1.125045918517941,0.0856860261722908,4
350,HoReCa,Other,3521,1099,1997,1796,173,995,-0.2267030488337503,-0.1706641600364481,-0.3894495307066876,-0.1896567425211096,-0.5170752112349336,-0.5307460752970891,2
351,Retail,Other,1210,10044,22294,1741,12638,3137,0.6967538631524289,-0.1004965001826139,0.7882255899770118,-0.0991429381887554,1.1156656328340766,0.0234741321757569,4
352,HoReCa,Other,608,1106,1533,830,90,195,-0.2153388944479223,-0.2265527768486434,-0.3584682901761759,-0.2546646052070813,-0.4082866441435439,-0.6339544220161563,2
353,Retail,Other,117,6264,21203,228,8682,1111,0.4985986974079782,-0.2357489917261634,0.6804823620864882,-0.3121845546185819,0.9994307732371104,-0.2376061236776293,0
354,HoReCa,Other,14039,7393,2548,6386,1333,2341,-0.1164844938703779,0.1196486519832219,-0.0957987700036941,0.2280912758202483,-0.2782798168119753,0.5849161609969534,1
355,HoReCa,Other,190,727,2012,245,184,127,-0.2047053045882116,-0.2416316989236407,-0.3391591988127161,-0.2721654241624324,-0.3680530150619627,-0.6546279942664643,2
356,HoReCa,Other,22686,134,218,3157,9,548,-0.298346942334045,0.2080325550642783,-0.2825655132400363,0.4358126022955086,-0.7190451711327747,0.4538181340566088,1
357,Retail,Other,37,1275,22272,137,6747,110,0.3545879320407815,-0.2399848450596569,0.4931947764853447,-0.2689092346383867,0.7352268027722345,-0.3170742247816215,0
358,HoReCa,Other,759,18664,1660,6114,536,4100,0.1565432090361503,0.0230315905931015,0.2946331806778441,0.0692753379534891,0.3566824859020043,0.100823615539476,0
359,HoReCa,Other,796,5878,2109,340,232,776,-0.1329606253286294,-0.2425130538283209,-0.2516492296287294,-0.3183642453518531,-0.1913529780994912,-0.6632464879611908,2
360,HoReCa,Other,19746,2872,2006,2601,468,503,-0.2448221831974313,0.1171996673188195,-0.2989242032680824,0.2897378299510172,-0.6949081513247747,0.4048427167193007,1
361,HoReCa,Other,4734,607,864,1206,159,405,-0.250887681481019,-0.1619779261324953,-0.4109663113883561,-0.1614001017665291,-0.5543035346198822,-0.4949775471246227,2
362,HoReCa,Other,2121,1601,2453,560,179,712,-0.2013265411206209,-0.2175236034385749,-0.3562311510982202,-0.2618167761445461,-0.3997542605357341,-0.626455732045217,2
363,HoReCa,Other,4627,997,4438,191,1335,314,-0.1658258489753146,-0.2126176755262844,-0.3139427342468709,-0.2708110225835607,-0.3281900525519337,-0.6200164649343596,2
364,HoReCa,Other,2615,873,1524,1103,514,468,-0.2211686158984553,-0.2008144626560746,-0.3791471801830556,-0.228087194637025,-0.4594658284257087,-0.5910420733727749,2
365,Retail,Other,4692,6128,8025,1619,4515,3105,0.1038464238842203,-0.180566351799783,0.1387593502732426,-0.3148640049784172,0.6521952462450773,-0.3376221753347253,0
366,HoReCa,Other,9561,2217,1664,1173,222,447,-0.2413805831133604,-0.0994523607231417,-0.4018851901578191,-0.0764826736804701,-0.6356023470953595,-0.3243201528089331,2
367,HoReCa,Other,3477,894,534,1457,252,342,-0.2449562893188635,-0.1756570122694412,-0.4022843820433051,-0.1817765181668821,-0.526816005137954,-0.5306154986099321,2
368,HoReCa,Other,22335,1196,2406,2046,101,558,-0.2622927006430015,0.1644231229794446,-0.2760308998937725,0.3704988079767624,-0.6601864363766895,0.4468677298737663,1
369,HoReCa,Other,6211,337,683,1089,41,296,-0.2641235769423088,-0.1398194187362482,-0.4209044645327598,-0.1222430615630454,-0.5935250425258288,-0.435484683497355,2
370,Retail,Other,39679,3944,4955,1364,523,2235,-0.1041951872087732,0.4989644538562848,0.1650522049580288,0.6779861840154195,-0.2031632398323929,0.9260991686237974,3
371,HoReCa,Other,20105,1887,1939,8164,716,790,-0.2314890775833568,0.2745334149034351,-0.1495369157080776,0.4947923172017043,-0.5541130588192144,0.6389593069170737,1
372,HoReCa,Other,3884,3801,1641,876,397,4829,-0.1040245892096736,-0.0957321382960632,-0.0960332323145327,-0.0781366747854286,-0.1217489849772918,-0.1771738740765203,2
373,Retail,Other,15076,6257,7398,1504,1916,3113,-0.0265172359407602,0.0105147074475533,-0.0164184384482412,0.0223761057917149,0.1186755235851518,0.4760758663534382,2
374,HoReCa,Other,6338,2256,1668,1492,311,686,-0.2275553662991566,-0.1438931560026403,-0.3967268115418854,-0.1548425526895042,-0.5721769877713146,-0.469685940389641,2
375,HoReCa,Other,5841,1450,1162,597,476,70,-0.2329427474645345,-0.1678400593057774,-0.3918964469038706,-0.1769315612993674,-0.5111954695120762,-0.503471970268469,2
376,Retail,Other,3136,8630,13586,5641,4666,1426,0.2281237284473774,-0.1360970209671201,0.3495077102315736,-0.2520420315434838,0.8756532066049267,-0.0731467142566623,0
377,HoReCa,Other,38793,3154,2648,1034,96,1242,-0.1587115642277407,0.472133325706864,0.105661908471216,0.6733698564176093,-0.3213177753085317,0.8279596517900462,3
378,HoReCa,Other,3225,3294,1902,282,68,1114,-0.188833727085927,-0.2045281856601202,-0.3388598796612379,-0.254106337025081,-0.3791084614400017,-0.5934955578846274,2
379,Retail,Other,4048,5164,10391,130,813,179,-0.0191519862681867,-0.237598256036834,-0.0787982690928922,-0.3549179198824443,0.1489772949293835,-0.6221153874050598,2
380,HoReCa,Other,28257,944,2146,3881,600,270,-0.2465593284595991,0.3200836008749904,-0.1369901441487347,0.5755076782882421,-0.5598441406748547,0.699468318722617,1
381,HoReCa,Other,17770,4591,1617,9927,246,532,-0.192861269565362,0.2802117359525263,-0.0671323800790714,0.4700859345138737,-0.4241834181487257,0.5878263142571643,1
382,HoReCa,Other,34454,7435,8469,2540,1711,2893,-0.0003546210116814,0.4172712797188431,0.2106344723700509,0.5755025593158941,0.0677186000818616,1.0543026925543404,3
383,HoReCa,Other,1821,1364,3450,4006,397,361,-0.2023521241276689,-0.1601642543007551,-0.3374181001843757,-0.167658175791599,-0.4480271579448587,-0.5034970290018204,2
384,HoReCa,Other,10683,21858,15400,3635,282,5120,0.3887285656759155,0.1293512068598582,0.4887169240956617,0.1296545106429765,0.7151098117570308,0.4082085070402825,4
385,HoReCa,Other,11635,922,1614,2583,192,1068,-0.266842887009328,-0.0223003441004779,-0.4097079452730502,0.0576969190417356,-0.7717294534576523,-0.0874385479219812,2
386,HoReCa,Other,1206,3620,2857,1945,353,967,-0.1675456644371028,-0.2124925251801036,-0.3149684378133803,-0.2757043848550843,-0.3371912720062105,-0.6513574174553882,2
387,HoReCa,Other,20918,1916,1573,1960,231,961,-0.259633485037168,0.1386411293910603,-0.2966804485710689,0.3281900653322788,-0.6863766449919851,0.417251867243912,1
388,HoReCa,Other,9785,848,1172,1677,200,406,-0.2672654873750733,-0.0786576486493694,-0.4241081905369756,-0.0308101119496863,-0.6881551904798361,-0.2713719938265636,2
389,HoReCa,Other,9385,1530,1422,3019,227,684,-0.259552244505794,-0.057697609816203,-0.4141783570123773,-0.0032910108538856,-0.7359648920774758,-0.2159566383987079,2
390,HoReCa,Other,3352,1181,1328,5502,311,1000,-0.2335800266225648,-0.0817315381603316,-0.3368588745555417,-0.0311556962870698,-0.5396332180177547,-0.2874327278114342,2
391,HoReCa,Other,2647,2761,2313,907,95,1827,-0.1837390898999315,-0.1925409343107974,-0.3255809984953704,-0.2383196337266046,-0.3745097703729925,-0.5610965457884848,2
392,HoReCa,Other,518,4180,3600,659,122,654,-0.1450314698002153,-0.2471436774688474,-0.2803743022093573,-0.3261562230177067,-0.2352237661386673,-0.7004494644655945,2
393,HoReCa,Other,23632,6730,3842,8620,385,819,-0.1430455490321096,0.3481289884423568,0.0063621958615575,0.5473971267024296,-0.3069923447825502,0.8598834246874962,1
394,HoReCa,Other,12377,865,3204,1398,149,452,-0.2494567061868571,-0.0472273964511863,-0.3922310303649955,0.0162142339752945,-0.686263378437394,-0.1488409682118526,2
395,HoReCa,Other,9602,1316,1263,2921,841,290,-0.2519455925291297,-0.0657259199564698,-0.404674211968871,-0.015727406373496,-0.7004706802166852,-0.2381395067049767,2
396,Retail,Other,4515,11991,9345,2644,3378,2213,0.1858413877947999,-0.1586181262921229,0.2785730210904918,-0.2924606118806628,0.8477254553506053,-0.1614752145939536,0
397,HoReCa,Other,11535,1666,1428,6838,64,743,-0.2583212358607977,0.0853188712388041,-0.3034758342533528,0.2334316097965611,-0.6657485126168416,0.1873543479194495,1
398,HoReCa,Other,11442,1032,582,5390,74,247,-0.2832593683100663,0.041954366058313,-0.3697651997401875,0.1724525530548971,-0.7348507557246619,0.0496617982494861,1
399,HoReCa,Other,9612,577,935,1601,469,375,-0.265786330832935,-0.0841825095840781,-0.4217411932761909,-0.0388311516718108,-0.6732966923213075,-0.2862245511698411,2
400,HoReCa,Other,4446,906,1238,3576,153,1014,-0.2484783374130311,-0.1136517940526892,-0.3961124399168775,-0.0902063312628374,-0.6058255316683693,-0.3839056429373952,2
401,HoReCa,Other,27167,2801,2128,13223,92,1902,-0.1311774160212982,0.5403795886460948,0.1745746893850276,0.6272201390406886,-0.3200043017583246,0.8385421348222315,3
402,HoReCa,Other,26539,4753,5091,220,10,340,-0.1669013681519401,0.1974646251206442,-0.0990698455142203,0.3900650791391792,-0.3367409664094061,0.5709911012063273,1
403,HoReCa,Other,25606,11006,4604,127,632,288,-0.0505012390224453,0.1727016362822897,0.0601418165613871,0.2946910059990129,-0.0102345115264886,0.5751302867974158,1
404,HoReCa,Other,18073,4613,3444,4324,914,715,-0.1931510883271995,0.1159864978231487,-0.2374337018195745,0.2656861368195503,-0.6548229529763283,0.5727894385723394,1
405,HoReCa,Other,6884,1046,1167,2069,593,378,-0.2482778222564354,-0.1231768016101756,-0.4137578499250277,-0.109066078305903,-0.6209689456012388,-0.4091018369683171,2
406,HoReCa,Other,25066,5010,5026,9806,1092,960,-0.1240550849123644,0.4001916415875525,0.0618786638276206,0.5906116900872386,-0.2577653827469747,0.8996625578054168,3
407,Retail,Other,7362,12844,18683,2854,7883,553,0.5077540033498021,-0.1180112738948937,0.7199105183608602,-0.2356484996722522,1.1270125626033602,0.098986311559509,4
408,Retail,Other,8257,3880,6407,1646,2730,344,-0.0785790385614778,-0.1609849312543934,-0.1809942021419916,-0.2451763591976913,-0.1542679092730562,-0.622373437438675,2
409,HoReCa,Other,8708,3634,6100,2349,2123,5137,-0.0191788999905151,-0.0193767304317378,0.023853179572381,-0.0079485804615069,0.1022039605110517,0.1385836686007988,2
410,HoReCa,Other,6633,2096,4563,1389,1860,1892,-0.1373208513109084,-0.1532567720766577,-0.2689968115468293,-0.2086445580852186,-0.3522852930779527,-0.513219106380676,2
411,HoReCa,Other,2126,3289,3281,1535,235,4365,-0.104909026345672,-0.1275747669229943,-0.1252767386806382,-0.1303668294500456,-0.1230207949990088,-0.2683752243029379,2
412,HoReCa,Other,97,3605,12400,98,2970,62,0.0781627836028436,-0.3009980864743861,0.0783326151882974,-0.443227884828663,0.3973492161821375,-0.6907510512278509,0
413,HoReCa,Other,4983,4859,6633,17866,912,2435,0.0471967125470664,0.3246657991308113,0.2906336699035087,0.3621936975453438,0.0069680683851029,0.3947042083273859,3
414,HoReCa,Other,5969,1990,3417,5679,1135,290,-0.1961067733595381,-0.0669152839738905,-0.2999335395254733,-0.0238076436375929,-0.5012355105234049,-0.2236936419555632,2
415,Retail,Other,7842,6046,8552,1691,3540,1874,0.0433123316757379,-0.157401292950099,0.0330691325002335,-0.2882393510508849,0.6795503417737886,-0.5639105878835692,0
416,Retail,Other,4389,10940,10908,848,6728,993,0.3109423238826084,-0.2243696396025596,0.4647424797245151,-0.3963302091577828,1.010994654594456,-0.269354235107778,0
417,HoReCa,Other,5065,5499,11055,364,3485,1063,0.087651068020579,-0.2363004293163262,0.0956120394995301,-0.4065197452033571,0.6126212294604697,-0.6264396437730324,0
418,Retail,Other,660,8494,18622,133,6740,776,0.4230334524293379,-0.2628086537798909,0.6089350123452213,-0.3979627597846604,1.0087233984149335,-0.3142118745526115,0
419,HoReCa,Other,8861,3783,2223,633,1580,1521,-0.1618798420314703,-0.1294773695142354,-0.2986250080945297,-0.1607359582231598,-0.4328552388072768,-0.406632369765543,2
420,HoReCa,Other,4456,5266,13227,25,6818,1393,0.2579690630821254,-0.2438077412175945,0.3841667956115902,-0.4127637455864854,0.8873421107648833,-0.3590959151677764,0
421,Retail,Other,17063,4847,9053,1031,3415,1784,0.001617462972984,-0.0040766298294483,0.0189612852869996,-0.0053161738163632,0.276253527881105,0.5065622216036403,2
422,HoReCa,Other,26400,1377,4172,830,948,1218,-0.2001079746487429,0.2166255830821316,-0.1443280524915828,0.4321652690768713,-0.4446824981858612,0.609719035821285,1
423,Retail,Other,17565,3686,4657,1059,1803,668,-0.1544860194492365,0.0162382421837361,-0.2255544744778768,0.0935275215480247,-0.4760132687037941,0.2494545849105562,1
424,Retail,Other,16980,2884,12232,874,3213,249,0.0062998193770406,-0.0272327895515613,0.0320030617693474,-0.0287209039796858,0.2106927261975555,0.2340848431817508,2
425,HoReCa,Other,11243,2408,2593,15348,108,1886,-0.096359902835125,0.3458381820028369,0.1666817515460249,0.4403412784043098,-0.2360236723856324,0.4647932907298592,1
426,HoReCa,Other,13134,9347,14316,3141,5079,1894,0.251013557191609,-0.0372292696751804,0.4101264208195113,-0.1459469453694212,1.1326647452831993,0.4523412923440141,0
427,HoReCa,Other,31012,16687,5429,15082,439,1163,0.1220240685835658,0.5770307506101837,0.3666327964631897,0.4480885615710102,0.1112196961192342,0.8918099341426838,3
428,HoReCa,Other,3047,5970,4910,2198,850,317,-0.1037810927558231,-0.2057076818541911,-0.221186150487181,-0.2955028615234896,-0.1633340662207391,-0.6639662017023679,2
429,HoReCa,Other,8607,1750,3580,47,84,2501,-0.1883499113419745,-0.1079211193860748,-0.3018134375035473,-0.1045348891460584,-0.4240949937786321,-0.2736723663265648,2
430,HoReCa,Other,3097,4230,16483,575,241,2080,0.0852766549459616,-0.1977771313613124,0.1214606351171812,-0.2808561280873209,0.4063120651166309,-0.3293434207861326,0
431,HoReCa,Other,8533,5506,5160,13486,1377,1498,-0.0434056646664307,0.229499361001752,0.1362179144823028,0.3484916300336839,-0.0663201419149471,0.4082808973311826,1
432,HoReCa,Other,21117,1162,4754,269,1328,395,-0.195457983968171,0.0807389351940936,-0.2240988221409449,0.2251026316239644,-0.4622008755276751,0.3097716914226626,1
433,HoReCa,Other,1982,3218,1493,1541,356,1449,-0.1871200243287452,-0.1964855450886014,-0.3348631616928784,-0.2439740158750397,-0.3893828625415421,-0.5905524722844293,2
434,HoReCa,Other,16731,3922,7994,688,2371,838,-0.0753208605033543,-0.0202508456366811,-0.1137220783599682,0.0020127808660369,-0.1422984501163958,0.2306426540945404,2
435,HoReCa,Other,29703,12051,16027,13135,182,2204,0.1609647554224297,0.5338406283087379,0.3761623314298115,0.4667789087717405,0.251199647074305,0.9703442636368788,3
436,HoReCa,Other,39228,1431,764,4510,93,2346,-0.1809321962966523,0.5704327940055632,0.1302310213703465,0.7451105238303112,-0.4001704087859908,0.9319810019193498,3
437,Retail,Other,14531,15488,30243,437,14841,1867,0.8306305443109365,0.1044098615388685,0.7207467524010444,0.1224001013605155,1.1354324092019197,0.3062525759811333,4
438,HoReCa,Other,10290,1981,2232,1038,168,2125,-0.221277803129429,-0.066882777530733,-0.3520036077123484,-0.0339088276242841,-0.5946608317701932,-0.1799082157149277,2
439,HoReCa,Other,2787,1698,2510,65,477,52,-0.1947531896591522,-0.2249000649235855,-0.343427170289123,-0.2682870154449541,-0.3702887263211463,-0.6312233940849092,2
